repo,pr_number,mean_toxicity,max_toxicity,mean_sentiment,mean_anger,mean_politeness
vercel/next.js,70014,0.0019459420970330636,0.003961673937737942,-0.16357740635673204,0.05884590124090513,0.0
vercel/next.js,70015,0.0008797329792287201,0.0012012801598757505,-0.2261898883152753,0.10522506479173899,0.0
vercel/next.js,70016,0.0010948615381494164,0.0012012801598757505,-0.1263828156515956,0.19250923581421375,0.0
vercel/next.js,70017,0.0020865933555695745,0.012015346437692642,-0.34319562402864295,0.06138118847997652,0.04886607091187895
vercel/next.js,70018,0.0010769881482701749,0.0015314266784116626,0.1201412957161665,0.010679537430405617,0.09186699210311411
vercel/next.js,70022,0.0011165872565470636,0.0012012801598757505,-0.11963138077408075,0.19366169814020395,0.0
vercel/next.js,70024,0.0012438974808901548,0.0012438974808901548,0.10151518695056438,0.01171586662530899,0.0
vercel/next.js,70027,0.000878685517818667,0.0013583312975242734,-0.032618654891848564,0.012485753162764013,0.06869911005948108
vercel/next.js,70028,0.0012325687566772103,0.0012325687566772103,0.1149890199303627,0.010281998664140701,0.0
vercel/next.js,70029,0.0010984691325575113,0.0012012801598757505,-0.09736024122685194,0.19445935171097517,0.0
vercel/next.js,70031,0.003025357007572893,0.01676548831164837,0.009332518791779876,0.02325448766350746,0.15644152246345036
vercel/next.js,70033,0.001603727131926765,0.0024983161129057407,-0.14612955134361982,0.03699048856894175,0.0
vercel/next.js,70038,0.0011476084279517333,0.002184855053201318,-0.06601366400718689,0.07849435492729147,0.0
vercel/next.js,70040,0.001165529538411647,0.001388813485391438,-0.11459030862897635,0.01789703918620944,0.0
vercel/next.js,70042,0.0015058360295370221,0.0020773978903889656,-0.19936158508062363,0.13825493399053812,0.0
vercel/next.js,70045,0.0010459851085518797,0.0013151346938684583,-0.12299266581734021,0.0602372462550799,0.0
vercel/next.js,70046,0.0011134064989164472,0.0012012801598757505,-0.12436756771057844,0.19337270129472017,0.0
vercel/next.js,70050,0.0005562768201343715,0.0005562768201343715,-0.314157510176301,0.005242271348834038,0.22392725897047894
vercel/next.js,70057,0.0008812563319224864,0.0011228160001337528,0.09899823274463415,0.008854373591020703,0.0
vercel/next.js,70058,0.0009084803556712965,0.0015797218075022101,0.22084854543209076,0.009101157076656818,0.22048105362966972
vercel/next.js,70061,0.001059938338585198,0.001059938338585198,0.10235864482820034,0.011123252101242542,0.0
vercel/next.js,70062,0.0010632220946718007,0.0012012801598757505,-0.1227129315957427,0.19500725716352463,0.0
vercel/next.js,70063,0.0020143957808613777,0.0020143957808613777,0.08774358034133911,0.012199845165014267,0.0
vercel/next.js,70064,0.001036432331117491,0.004929768852889538,0.10529491129952172,0.034446414187550546,0.02897016407980502
vercel/next.js,70065,0.0011909379390999675,0.0011909379390999675,0.10531484894454479,0.012883325107395649,0.0
vercel/next.js,70067,0.0011015917407348752,0.0012012801598757505,-0.12011478189378977,0.19511868618428707,0.0
vercel/next.js,70069,0.002001262459089048,0.005178231280297041,-0.3408150193281472,0.23460486810654402,0.06626749386335845
vercel/next.js,70070,0.0011349341948516667,0.0012012801598757505,-0.1236824644729495,0.19324357993900776,0.0
vercel/next.js,70071,0.0011262890184298158,0.0011262890184298158,0.10172316990792751,0.01190614141523838,0.0
vercel/next.js,70074,0.0009611620916984975,0.0009611620916984975,0.10380269400775433,0.011293938383460045,0.0
vercel/next.js,70080,0.0010857981687877327,0.0012012801598757505,-0.1242178725078702,0.19620489049702883,0.0
vercel/next.js,70082,0.000935051723250321,0.0012072778772562742,-0.12236098625830241,0.09455663937010936,0.0
vercel/next.js,70083,0.0011171539081260562,0.0011171539081260562,0.03392702527344227,0.020106378942728043,0.0
vercel/next.js,70084,0.0010964414686895907,0.0012012801598757505,-0.12335352506488562,0.19353303778916597,0.0
vercel/next.js,70087,0.0025236954919391256,0.03208572417497635,0.08173983361955513,0.06037736364968998,0.10351868784795372
vercel/next.js,70088,0.0010876650048885494,0.0012012801598757505,-0.12249716278165579,0.19426846131682396,0.0
vercel/next.js,70090,0.001083386829122901,0.001086437958292663,0.05980859138071537,0.015326830092817545,0.0
vercel/next.js,70094,0.0014047586591914296,0.0014047586591914296,0.1113495510071516,0.01118860300630331,0.0
